,-6,-7,-9,-15,1,-14,-19,-11
,1,2,-1,-5,93,24,5,3
,3,4,6,10,-79,1,5,4
,-2,-3,0,24,86,22,0,-4
,-3,-3,-5,0,-55,-26,-3,-4
,-3,-2,-5,-9,-9,-6,-10,-5
,1,1,5,8,23,24,8,2
,0,0,0,-7,-59,-23,2,3
,2,-1,1,10,60,14,6,1
,-5,-3,-5,-7,-103,0,-7,-7
,1,-1,0,2,-9,-1,4,1
,0,3,-1,-12,-36,-26,-5,-1
,-4,-6,-5,11,36,10,-4,-3
,0,4,2,1,-36,0,2,0
,1,0,1,7,2,-4,3,1
,-1,-2,-5,-8,-29,6,-3,-2
,-1,-1,-3,-4,12,-30,-8,-3
,-4,-7,-3,2,-17,-13,-2,-3
,0,6,3,3,16,17,3,1
,-5,-5,-4,13,12,-5,-8,-7
,-2,-2,-2,-10,-81,-29,-2,-6
,0,-2,-1,1,100,-18,-3,7
,-2,-2,-3,-12,-50,4,-2,-3
,2,2,1,-1,-49,-1,6,5
,-2,-4,-2,-4,95,21,-1,-3
,-2,0,-3,-2,38,2,-4,-5
,-4,-5,-5,-1,-13,-6,-5,-4
,4,5,7,-7,-28,-5,6,5
,-3,-6,-3,7,31,16,-3,-3
,2,-1,3,6,9,26,7,2
,-2,-3,-4,-13,26,-49,-11,-1
,-6,-4,-10,-10,-56,-4,-12,-11
,2,4,3,0,-34,1,4,6
,0,0,0,-2,-32,-5,-4,-2
,-2,-3,-2,-12,20,19,7,0
,0,-3,3,15,69,14,7,3
,-2,-1,-5,-22,-34,-9,-3,-1
,-3,-4,-3,6,3,-9,-9,-6
,3,4,4,-9,-70,26,12,5
,-1,-4,-2,-4,77,18,-5,-3
,-2,-1,1,2,-54,-19,-3,-3
,-1,-1,-4,1,48,-15,-1,0
,0,-3,-3,1,22,7,-3,-1
,-1,1,1,7,-37,-2,1,-1
,1,0,5,7,11,18,7,4
,8,11,13,4,-42,13,18,10
,-13,-11,-20,10,118,-28,-27,-16
,0,0,-1,-7,-13,-1,2,0
,1,-2,-1,1,-22,0,2,1
,0,2,2,2,-20,8,3,2
,-1,-2,0,-3,12,12,2,2
,-2,-4,-3,-7,-52,-6,-5,-1
,2,2,2,-3,-19,22,6,2
,0,-4,0,-8,-61,-32,-9,-2
,-2,-3,-6,-3,-9,2,-4,-5
,-4,-3,-3,6,21,-12,-5,-3
,2,2,0,-6,-41,18,5,1
,-1,-2,-3,-5,-19,3,0,-2
,2,1,5,5,-25,-7,1,3
,-1,0,0,-1,2,-30,-5,-3
,-5,-4,-3,11,67,8,-2,-2
,-5,-5,-5,-12,-7,1,-5,-5
,1,1,-1,-5,-3,-7,0,-3
,2,-3,1,-10,37,-4,3,7
,-3,3,2,3,2,-7,0,-3
,-3,-3,-4,-14,-64,-20,-8,-6
,-2,-4,-2,-4,35,9,-3,-3
,1,2,1,1,-7,11,1,0
,-1,-1,-1,3,-15,-17,-3,0
,-2,-1,-2,-4,20,7,0,-1
,-1,-1,4,10,-36,-12,-4,-2
,-1,0,-3,-14,18,2,2,-2
,-1,-4,-4,3,46,3,1,1
,0,-1,-2,-3,37,-5,-1,-3
,0,0,1,3,-12,-7,-3,1
,-1,1,0,5,31,2,-2,1
,-3,-3,-3,-10,-78,-3,1,-3
,-1,1,-3,8,42,7,0,-2
,-2,-1,-3,8,5,7,0,-2
,0,2,1,4,47,-6,5,3
,1,-1,0,-12,-105,5,-5,-3
,-4,-5,-4,-2,21,-1,-9,-5
,0,1,1,9,28,1,1,3
,-1,0,-1,-1,-8,19,2,-1
,3,1,3,3,11,4,5,5
,-8,-6,-11,-15,27,-7,-8,-6
,3,3,3,5,22,15,6,3
,-2,-2,-2,1,-18,5,3,0
,-2,0,0,-3,60,2,-1,-2
,1,-1,-2,10,-21,9,1,2
,1,1,2,-3,-27,-19,7,3
,-1,-1,-1,1,42,4,-3,-1
,-4,-6,-8,-8,-48,-23,-15,-6
,-1,2,2,10,28,6,4,1
,-1,3,2,-12,-7,2,1,1
,2,1,5,-4,-79,-19,-1,0
,-4,-4,-3,13,14,8,-1,-4
,0,-4,-2,-5,10,3,0,0
,0,-1,-2,-4,15,1,-2,0
,-1,-2,0,0,6,-5,-2,-1
,-1,0,-2,1,-19,-3,2,1
,-2,-2,0,-8,-28,-6,-2,-2
,-4,-3,-5,-4,18,11,-5,-5
,0,1,0,8,3,6,2,0
,3,2,2,4,11,8,0,1
,1,1,2,5,32,15,4,1
,-5,-6,-8,-12,-39,-45,-12,-5
,-1,-4,-6,-7,2,10,-4,-3
,1,2,3,9,2,-2,4,3
,1,3,3,6,12,7,3,1
,2,-2,1,-4,-42,-9,0,1
,0,0,1,-5,-34,4,-2,-3
,-4,-6,-9,-1,5,-12,-7,-6
,-1,0,1,1,-5,1,0,2
,-1,0,0,2,26,4,3,0
,0,0,-3,1,-11,-1,-1,-1
,-1,1,1,-10,10,-3,1,1
,-2,-2,-3,-2,-3,-7,-2,-2
,-1,-2,-2,-4,4,12,-1,-1
,0,1,2,6,3,-11,0,0
,0,1,3,-6,34,9,0,-2
,-8,-11,-15,-20,48,-29,-15,-10
,-2,0,-2,-11,35,-10,-5,-2
,-5,-9,-6,12,74,-18,-8,-6
,2,1,0,-3,-31,-6,0,1
,5,6,8,12,24,9,9,5
,-2,-1,-2,-14,-28,15,-1,-3
,-3,-3,-3,-1,-18,-12,-4,-3
,1,1,-1,-6,20,-1,-2,-2
,-1,-3,-1,1,-62,-3,-3,-2
,1,0,1,5,21,12,4,2
,2,5,4,-4,-9,6,6,3
,-1,-4,-2,1,1,7,-2,-1
,-10,-9,-13,-14,71,-7,-17,-12
,0,-2,0,10,8,-1,-1,1
,-1,-1,-1,-8,-28,4,-1,0
,0,0,1,4,1,-9,0,3
,2,1,4,5,-8,9,6,3
,-1,1,1,5,-3,2,1,-2
,-1,-1,-5,-11,-13,-4,-5,-3
,4,5,5,0,48,9,10,5
,-5,-9,-8,-4,-31,6,-10,-8
,-1,-2,-4,1,0,-16,4,1
,-3,-1,-1,-6,-19,-23,-7,-1
,-3,-5,-8,-11,-26,-4,-5,-5
,2,3,8,10,-2,9,10,7
,-4,-6,-8,-34,-92,-14,-6,-5
,-3,-2,-1,16,28,11,-1,-3
,-2,-2,0,-3,-4,-8,-3,-2
,-2,-1,0,-6,-23,-5,1,0
,1,5,2,12,-2,13,0,0
,-1,-3,-1,-4,-19,-1,1,1
,-5,-7,-5,-5,-19,-4,-5,-4
,4,8,6,2,-32,-2,1,2
,0,-2,0,13,25,4,0,-1
,-1,-3,-1,-3,9,0,-1,-1
,0,-1,-1,7,6,-1,0,1
,-1,-2,-5,-6,-10,6,0,-1
,-1,-2,-3,-2,-8,-17,-3,-1
,-4,-2,-4,-1,-18,0,-5,-4
,-1,-3,-2,-15,-23,-5,-3,-1
,1,3,1,0,-8,-8,2,0
,0,-2,0,1,-3,8,0,1
,2,2,5,5,13,12,5,5
,-3,-2,-3,-4,61,-9,-7,-7
,-1,0,-3,1,-8,-9,-4,-2
,-2,-3,-3,0,21,7,2,2
,3,-2,-9,-10,19,4,-1,-1
,2,5,12,-8,-55,-3,5,3
,-1,-3,1,-6,-5,-6,0,-2
,-3,-5,-4,6,58,17,-5,-6
,0,-2,-6,-2,-13,-2,1,1
,-2,0,-5,0,-17,-2,0,0
,1,1,1,0,-15,-2,3,1
,-2,-1,-3,-5,-16,-9,-1,0
,-1,1,4,-4,-20,-3,-3,-4
,-2,-4,-2,3,27,8,-2,-2
,0,1,1,1,7,-2,1,0
,-1,1,-1,-2,0,2,-1,0
,-1,-1,1,3,-4,0,-1,0
,0,-1,-3,-5,6,-3,-3,-1
,-1,-3,-1,-1,17,9,-1,-1
,0,0,0,5,-13,-9,0,-2
,-3,-1,-1,3,59,2,-1,-3
,0,-1,-4,0,-7,-3,-1,-1
,0,1,0,2,-12,-4,-4,-1
,2,3,7,11,23,7,8,5
,-4,-3,-5,-10,-67,1,-4,-2
,-4,-2,-1,16,54,-4,-6,-2
,1,-1,-1,6,15,-3,1,0
,3,2,6,3,-12,26,9,4
,-5,-5,-9,-10,-1,-15,-6,-4
,-2,-2,0,4,10,3,-3,-2
,0,-2,1,-2,-26,3,2,1
,-1,1,-1,-8,8,-2,-4,-2
,1,-2,0,1,-13,0,2,0
,-1,1,-1,-1,-25,-3,0,-2
,-2,-3,-4,-5,-11,-8,-2,-1
,-4,-5,-6,-9,62,0,-4,-3
,-1,0,2,0,-47,-8,-1,-1
,0,0,-1,-3,0,5,-1,1
,-3,-2,0,5,10,-2,-3,-3
,-2,-4,-4,-8,-38,-8,-4,0
,3,2,6,12,46,14,9,3
,-2,-3,-7,-14,-57,11,-1,-2
,-6,-6,-9,-16,39,-64,-23,-10
,0,0,1,4,-10,5,1,-1
,-1,-1,1,5,2,-8,2,0
,2,5,3,-3,-29,5,5,2
,0,-4,-1,-6,3,25,6,1
,-3,-3,-4,4,-21,-19,-9,-5
,0,-1,-3,-8,6,5,-2,-2
,-1,-2,0,3,14,-4,1,1
,0,-2,-3,1,-8,7,1,0
,-1,-1,0,1,21,0,-2,-1
,-1,-3,0,-2,-37,3,-1,0
,-2,0,-2,-5,-4,-10,-3,-2
,-2,2,-1,13,70,5,2,0
,-2,-1,-1,-13,-83,-3,-3,-2
,-5,-6,-7,-10,47,-14,-10,-7
,-1,-3,-3,-7,31,-5,-2,-2
,0,3,-2,-3,-13,2,2,1
,-2,-1,0,0,2,-20,-4,-5
,-1,2,-1,0,-2,10,1,1
,-1,-1,-1,0,34,4,-2,-1
,-1,-3,-1,-8,-84,-6,0,0
,0,1,2,6,32,2,0,-1
,-1,-2,-2,3,-25,-5,-2,-2
,-3,-1,-2,0,-18,-2,-3,-2
,1,0,1,8,11,12,3,1
,0,-1,-1,0,-20,2,3,0
,-1,-2,0,-1,-13,-9,-7,-3
,-1,-1,1,12,26,4,-1,-2
,1,1,-2,-3,-27,5,4,2
,-4,-4,-6,-4,-4,-13,-8,-4
,1,3,1,0,-2,-1,4,3
,-2,-3,-4,-5,5,-7,-4,-3
,-3,-1,-1,2,1,-2,-3,-3
,1,-1,-1,5,12,10,3,2
,1,3,2,2,9,2,0,0
,2,1,5,1,-40,3,3,3
,0,-1,0,-2,-83,-16,-2,-1
,-3,-6,-5,3,45,23,5,-1
,-4,-4,-7,-21,-28,-31,-12,-5
,-2,0,-1,5,24,6,-1,-2
,0,1,0,1,15,8,2,1
,0,1,-2,-4,-12,-5,3,-1
,1,-1,0,3,0,6,2,1
,1,1,1,-2,-39,6,4,2
,-7,-9,-9,-9,11,-15,-10,-6
,-3,1,-3,-5,-2,-6,-6,-2
,0,-2,-2,7,24,8,-1,-1
,-1,-2,-1,-6,-15,-10,-2,-2
,1,0,1,3,24,9,2,0
,-1,-2,0,0,4,-6,-3,-2
,-2,-1,0,5,-9,2,0,-2
,0,-1,-2,1,10,0,0,-1
,1,1,4,6,35,16,5,1
,-4,-1,-4,-21,-12,-32,-12,-4
,0,-4,-6,-4,-10,-11,-2,0
,-3,-2,-4,-1,-20,8,-2,0
,-1,1,1,0,3,-9,-4,-2
,2,1,3,3,-16,8,3,2
,-1,1,3,5,14,7,3,0
,-2,-3,-4,-3,6,-14,-5,-2
,0,-1,-1,-4,-61,-5,-2,0
,5,4,9,19,52,12,11,6
,-9,-9,-14,-22,0,-24,-24,-13
,-3,-6,-6,-10,-43,1,-3,-2
,-1,-1,0,-3,14,5,-3,-2
,-1,-1,-2,4,-1,-2,1,2
,2,3,2,4,3,13,6,4
,0,1,1,4,9,0,0,-1
,-2,-1,1,-11,27,-4,-3,-2
,-3,-2,-4,-3,-16,7,-1,-1
,-1,-2,0,-8,-48,-11,0,-2
,0,-2,-4,2,27,2,-3,-1
,1,-1,-1,3,-10,3,0,-2
,-1,-2,0,-1,5,1,-5,-4
,2,0,2,2,7,10,3,2
,0,0,3,2,9,-4,0,-1
,-3,-4,-5,1,-34,6,0,-1
,-1,0,2,8,46,1,1,0
,-2,-6,-6,-3,25,0,-4,-3
,-1,-1,0,-4,11,-7,0,-1
,-2,-2,1,0,1,1,-2,-1
,0,2,4,4,-15,-6,-4,-2
,-1,-2,2,3,-5,11,6,2
,0,2,-4,-6,1,-1,-1,0
,0,1,1,-2,36,0,2,1
,-2,-3,-5,-3,-16,0,-3,-2
,-2,-3,-1,-1,8,-7,-3,-3
,-3,-3,-3,-14,-51,-5,-5,-3
,-3,-2,-6,0,9,-10,-4,-2
,-2,-3,-4,-7,-18,-2,-4,-3
,-1,1,4,7,0,1,1,2
,1,3,6,5,15,7,5,3
,0,-3,-4,8,13,-1,-3,-1
,-3,-6,-8,-16,-60,-2,-6,-4
,-2,2,1,7,30,3,0,-2
,-1,-1,-1,0,-25,-6,0,-2
,-1,1,1,-4,1,0,0,1
,1,-1,1,0,4,7,1,0
,2,1,0,0,-31,-4,2,0
,-1,0,1,1,-29,-5,3,1
,-4,-5,-5,-2,89,4,-9,-7
,1,0,0,4,-54,-3,2,0
,-1,-2,-2,-5,13,5,-4,-3
,-1,-3,-1,4,15,1,0,-2
,0,0,-1,-8,-31,2,2,0
,-1,-3,2,5,20,0,1,-1
,1,3,-1,-6,-10,-3,2,1
,-4,-4,-3,-4,-54,-16,-9,-4
,-4,-4,-4,-2,30,7,-6,-3
,-2,0,-4,-6,8,-5,-2,-1
,-1,1,1,2,-9,1,2,1
,0,-3,0,0,26,1,0,-3
,2,1,4,-4,-37,9,8,3
,-3,-2,-6,-4,38,-19,-8,-2
,-3,-5,-3,4,-22,17,-2,-3
,-2,-1,-2,-9,32,0,-6,-4
,-1,2,0,1,-25,-17,-2,-1
,0,-1,0,-5,3,3,2,2
,-1,2,1,-1,6,0,2,3
,-1,-3,-3,10,21,5,-1,-1
,-1,0,-3,-8,-32,-3,1,2
,2,3,7,28,66,4,6,0
,-4,-6,-9,-20,-12,9,-7,-6
,-1,-4,-3,-5,-47,-13,-3,-2
,1,-1,-2,-1,6,-4,-1,-1
,-1,-1,-2,-3,-5,2,4,2
,1,4,4,6,16,-1,0,0
,1,1,0,1,23,5,0,2
,-1,-3,-3,1,-16,-1,2,2
,1,1,5,0,-10,21,7,3
,-6,-6,-9,-7,-7,-22,-14,-9
,-2,1,-1,-3,-29,-3,-1,-2
,-1,-2,-2,4,16,-1,-3,-2
,-2,-2,-1,2,1,8,0,-1
,1,2,2,-4,-9,3,7,5
,0,0,-2,-4,21,5,0,-1
,-3,-2,-2,5,39,-3,-4,-3
,-1,0,-3,-18,-90,-8,-6,-2
,1,1,4,11,36,0,2,1
,-3,-2,-4,-9,16,4,-3,-2
,-1,1,0,1,-7,-6,1,-1
,-4,-2,-1,-9,6,-4,-6,-3
,1,-3,-3,5,25,-6,3,1
,-1,-3,1,10,20,8,0,-1
,0,0,0,-5,34,7,-1,-1
,-3,-2,-6,-3,76,-12,-8,-7
,-1,1,1,4,21,4,-3,-1
,0,-3,-2,1,-1,-5,0,0
,1,1,1,0,-18,4,2,1
,-2,0,2,1,-18,5,-1,-3
,2,2,1,-1,-16,-11,6,2
,1,1,-1,-5,2,4,0,0
,-5,-6,-6,-8,-44,-4,-9,-6
,-1,-2,-4,-7,13,-6,-4,-2
,-2,-1,-2,-10,-26,-5,2,-1
,1,3,2,4,0,2,3,1
,0,1,0,-4,-9,4,2,-1
,1,0,-3,2,-1,-3,-1,-1
,0,-2,4,-4,-65,-4,-1,0
,-8,-10,-16,-11,80,2,-9,-9
,-1,-1,0,0,-53,-5,-4,-2
,-2,-1,-2,-2,-9,-5,-1,0
,0,2,-1,6,-10,1,1,1
,1,-3,2,1,-29,-8,0,2
,-2,1,0,1,10,-2,0,-3
,0,-1,0,2,-35,-2,0,1
,1,-1,-1,-6,-6,18,1,-1
,-5,-4,-5,-1,33,-25,-8,-5
,-2,-3,-1,-1,20,-3,-2,-1
,0,-2,-3,-7,-30,-9,0,0
,0,0,3,8,41,-2,1,0
,1,4,-1,3,-20,1,0,0
,0,0,3,-4,-13,-4,0,-1
,5,5,5,9,-36,8,9,3
,-8,-10,-14,-31,86,-11,-16,-10
,-1,-1,3,6,-38,-5,0,0
,-2,-3,-1,7,50,4,0,0
,-2,-2,0,1,-21,1,-3,-1
,1,3,0,3,4,6,3,0
,0,0,0,-3,-15,3,3,3
,-2,2,2,-1,5,-5,-1,-2
,-1,-2,0,11,43,0,0,-1
,-2,-3,-3,-5,-54,-9,-5,-1
,0,0,0,0,46,7,0,-1
,0,-3,-3,-3,-35,-3,-2,1
,-1,-4,-3,-2,13,-3,-4,-2
,0,0,0,2,-28,-3,-2,-2
,0,-2,0,-2,-12,5,-1,0
,0,1,2,7,11,2,7,4
,-6,-7,-7,-23,-6,-18,-11,-9
,-6,-2,-4,-7,9,-6,-10,-3
,-1,-1,2,2,7,-1,-2,0
,0,-1,0,-3,-3,1,2,1
,1,1,-4,-7,-4,-5,1,-1
,1,0,4,13,-8,0,2,1
,-2,0,1,2,7,6,2,-1
,-3,-3,-3,-8,-17,-21,-3,-2
,-3,-5,-6,-6,8,8,-8,-4
,-1,-3,0,1,17,9,2,-2
,1,2,-1,-9,-32,-4,-1,-1
,0,-2,-1,5,18,9,0,-1
,0,1,1,3,2,1,6,3
,0,-2,-2,0,26,-1,3,1
,-5,-4,-3,-1,38,1,-5,-5
,1,0,-3,-6,-19,2,-3,-1
,-1,0,3,8,-19,-8,-2,-1
,0,3,2,2,14,6,3,1
,2,2,0,-6,-58,-2,5,2
,-3,-3,-4,0,35,0,-5,-5
,-1,-3,-3,3,-22,-3,-3,0
,-1,0,0,0,-1,-5,-3,-2
,1,0,0,-4,-37,0,0,2
,1,1,0,-2,-24,12,4,0
,-2,-1,-3,-4,-18,-1,-3,-3
,-1,-1,1,7,-30,9,1,1
,-3,-4,-5,-7,34,-6,-5,-3
,0,-2,1,4,-2,6,-1,-4
,0,1,1,0,16,2,3,0
,0,1,-2,1,-13,-4,0,-1
,-1,-2,1,-2,-1,-11,-2,-2
,-1,-1,1,-2,-5,-3,-1,1
,1,3,1,3,6,4,0,1
,-1,-4,-3,-2,-1,-3,-3,-1
,-1,2,-1,2,15,0,0,3
,-4,-6,-5,-4,-23,-11,-3,-3
,-1,-1,-1,-1,31,-4,-1,-2
,0,-1,0,4,63,3,0,-1
,-1,-1,-2,3,-4,0,-3,-3
,1,-1,-1,0,2,-6,1,0
,-1,1,1,-1,-40,11,3,2
,-1,-2,0,1,-48,-24,-5,-2
,-4,-3,-7,-14,-14,7,-5,-5
,0,-2,-1,4,-3,-12,-5,-1
,-1,-2,-2,-5,21,3,1,-1
,1,-2,3,4,1,1,3,2
,-2,-2,-1,-4,-17,-3,-1,-1
,-1,1,1,-4,28,11,1,0
,-1,-3,-7,-10,-11,-19,-7,-4
,2,2,4,-2,-2,17,4,1
,-3,-6,-3,0,58,-7,-7,-4
,-1,-2,-2,2,4,-4,-3,-2
,-2,-3,-4,-3,10,0,-1,-3
,-1,0,0,-6,-37,-5,-3,-1
,2,2,2,4,14,7,5,2
,-2,-2,-3,3,-15,-5,-3,-1
,-2,-2,-2,-9,-8,-2,-2,-1
,-1,0,1,-1,2,4,-2,-4
,1,0,2,17,29,2,5,0
,-4,-4,-5,-12,-22,-8,-9,-4
,-2,0,-1,4,26,6,2,1
,-2,-3,-7,-8,-34,-5,-1,-1
,2,4,4,5,-7,3,5,3
,-2,1,-4,-6,16,-7,-4,-3
,0,0,0,-8,-26,3,-2,0
,-5,-4,-7,-2,-6,-7,-5,-3
,-2,1,2,-1,-50,-4,-2,-1
,1,1,4,9,11,3,1,2
,-1,-3,1,3,21,15,6,0
,-2,2,0,0,-6,-8,-2,-2
,3,2,6,9,-17,6,3,1
,-1,-2,-4,-7,-11,8,-1,-1
,1,-1,0,-3,-22,-14,-7,-3
,-1,-2,-1,2,6,7,-1,1
,-4,-3,-3,4,17,-15,-4,-4
,1,4,1,-1,-26,7,4,0
,-1,0,-2,3,-11,-2,-2,-1
,0,-2,-5,-6,13,2,-1,-2
,0,-2,-3,5,-9,-2,-3,-1
,-2,0,0,-19,8,-2,0,-2
,-3,0,1,6,9,-4,1,0
,-1,-5,-14,-15,21,4,4,1
,4,9,22,24,-16,-1,10,8
,2,-4,-2,-6,8,0,17,5
,-5,-6,-6,24,11,1,-4,-3
,0,11,9,-9,-56,-17,-43,-15
,-14,-15,-13,-23,24,-1,-40,-15
,1,3,5,20,1,7,6,0
,0,0,-3,-26,2,1,11,5
,4,0,5,44,36,1,25,10
,-4,-6,-17,-30,-54,-7,1,-3
,0,0,6,20,13,2,-3,2
,3,0,0,10,0,0,9,5
,-2,-1,-2,-4,12,4,20,0
,3,2,0,-3,11,2,1,1
,-4,-5,-7,-9,-12,-5,-8,-6
,-6,-2,-7,-19,23,-5,-19,-13
,5,4,15,18,-7,1,20,11
,6,4,10,6,-30,-2,20,4
,-13,-10,-13,-29,-17,-21,-51,-20
,-3,-1,-5,5,16,-2,-28,1
,-7,-6,-13,-29,1,-2,3,-7
,-2,-1,2,-5,8,5,1,-2
,7,6,3,7,3,4,16,7
,2,1,5,1,-8,-1,7,0
,-3,-5,-4,-2,0,1,0,0
,2,-1,-4,-2,-1,0,10,3
,-2,-1,-2,3,11,1,5,0
,-2,1,-1,0,-6,-3,-5,-2
,2,0,3,-3,-4,1,-1,4
,-3,-2,-8,3,3,-10,-13,-2
,0,1,-1,-2,-5,2,7,-1
,1,-6,0,-3,-2,0,-15,1
,-9,-5,-2,-5,-3,-3,-15,-14
,-1,0,0,-2,3,0,0,1
,-1,0,1,3,3,5,9,6
,3,0,-2,6,-1,-10,-11,-4
,0,-3,-3,-3,1,-1,-21,-4
,-3,-1,-3,-4,0,-2,-5,-1
,3,0,0,-4,-2,2,16,7
,-2,1,1,0,16,2,10,-2
,-2,2,2,-3,-10,-2,1,-2
,11,3,-2,-1,3,2,2,6
,-16,-5,-3,2,-4,-1,-5,-11
,-11,-9,-3,-5,-2,1,-1,-3
,-8,-7,-7,1,-5,-9,-10,-7
,1,1,1,-1,0,3,6,2
,9,2,1,1,3,-2,-3,5
,4,6,5,3,-7,2,6,3
,-2,-2,-6,-5,-2,0,2,1
,-1,-3,1,-2,3,1,-2,-3
,3,-1,2,14,-2,-6,-6,1
,6,3,1,-1,-11,1,6,2
,15,10,7,2,7,4,6,9
,-14,-9,-7,7,11,3,-3,-11
,-27,-19,-7,-7,-3,-12,-11,-17
,0,-4,0,16,-19,7,8,0
,12,4,2,-4,-8,-37,-3,5
,2,2,3,-14,-18,5,-5,0
,-1,-4,-4,18,34,31,5,-3
,-8,-11,-19,-43,-49,-60,-14,-10
,-18,2,7,15,7,29,9,3
,13,2,-2,-2,13,-22,-4,-1
,14,11,-1,-15,-24,-5,-2,-3
,5,0,7,13,33,23,9,13
,1,-7,-5,-5,2,2,-1,-5
,-10,-2,1,5,-9,15,5,-11
,7,3,8,19,59,17,13,24
,0,-1,-7,-29,-61,-37,-14,-3
,10,1,-2,3,21,6,-5,-5
,-23,-3,1,15,19,43,11,-5
,-5,4,-8,-28,-43,-58,-19,-19
,-24,-4,6,19,-28,9,5,8
,4,0,0,-12,-45,17,-1,15
,1,-5,-3,5,40,13,3,-8
,-12,-12,-18,-36,-29,-26,-23,-16
,-2,6,7,17,68,44,6,-9
,3,1,7,24,-28,15,8,0
,-6,-9,-17,-46,-58,-30,-19,-2
,-1,4,8,14,-5,21,7,-6
,16,4,3,7,39,17,14,14
,-8,-4,-4,-9,-74,-36,-14,-9
,5,4,0,8,29,-1,0,6
,6,0,2,0,-3,-7,0,8
,0,0,0,3,-17,8,3,-7
,-6,-27,7,19,96,42,17,7
,3,18,-7,-35,-23,-58,-19,-14
,6,0,-10,-9,32,-54,-23,6
,4,3,10,30,62,36,14,9
,-9,-4,-9,-16,-5,-22,-10,-11
,10,-3,13,28,8,21,13,13
,-8,-8,-9,-20,44,30,-1,-9
,-2,0,0,-7,-37,-30,-6,-16
,-15,-15,-2,-6,22,-18,-4,6
,-5,-1,-8,-9,38,-22,-11,-7
,20,24,7,20,62,14,8,9
,1,2,0,-3,49,4,-1,-2
,-10,-11,-12,-25,-84,-12,-8,-15
,-2,8,12,23,17,15,11,8
,-20,32,-6,1,0,4,-2,-16
,4,-26,-6,-10,-13,-11,-7,3
,4,4,0,0,25,14,4,0
,-4,-19,-3,-4,-12,-1,-3,2
,-1,-13,4,-1,-58,5,6,8
,-5,10,-4,0,0,-7,-8,-7
,1,8,-5,-14,-16,-8,-3,-2
,-4,-7,-3,-2,3,-3,2,2
,1,-7,5,7,-45,2,-7,-4
,0,2,-4,-11,39,-5,18,0
,1,-2,-2,6,9,7,-21,3
,-4,-1,-8,-8,-16,-3,-5,-11
,6,-3,7,4,-16,13,14,9
,-17,0,3,0,12,-3,-11,-15
,24,0,-10,9,42,-5,4,21
,1,3,1,-7,-22,6,6,-14
,2,-12,-3,0,-21,-8,-14,20
,-14,1,8,8,-6,3,24,-18
,-3,11,4,-4,30,-7,9,-5
,5,-5,-2,5,-51,1,5,9
,-13,-13,0,3,10,7,-1,-11
,10,5,-5,-5,-9,-2,-13,15
,5,2,-4,10,11,-2,-2,12
,-17,-8,-1,-7,14,-3,-4,-31
,-7,-2,1,-9,0,8,21,-8
,-6,3,-4,6,-28,-1,3,8
,8,13,6,-3,-2,-7,-5,-2
,69,2,3,2,12,3,-23,29
,-49,-17,-15,-8,7,1,22,-22
,20,0,-3,2,-1,2,-62,5
,-32,-7,-4,-12,7,-3,9,-35
,-9,6,5,3,1,-2,17,19
,17,12,9,9,13,10,6,17
,3,-3,1,-6,-9,-8,30,11
,-30,-24,-22,-15,-9,1,-7,-24
,6,5,2,4,13,5,-10,1
,14,-2,11,11,4,19,2,8
,-31,-38,-18,-39,-73,-79,-8,-11
,17,24,9,4,16,6,-14,1
,0,10,-9,-2,1,-7,-1,1
,20,33,3,5,-4,8,1,12
,2,-1,10,16,24,42,15,2
,7,-26,-10,-21,-50,-54,-15,-6
,2,-2,0,2,2,-2,-5,4
,4,-6,-3,0,4,-14,-15,-6
,-5,8,2,2,6,17,-4,-9
,9,7,9,11,12,15,16,22
,-16,-1,-2,4,15,13,11,-2
,-2,-10,-5,-6,-9,-6,-6,-4
,1,2,-4,-9,-1,-13,-7,-12
,-1,0,-2,-2,22,8,-1,-2
,1,3,1,2,-3,-7,2,5
,1,-2,2,6,-4,-4,4,4
,-12,-5,-2,5,27,20,6,-4
,-1,3,-2,-7,-38,-27,-12,-5
,-10,-4,-10,-13,-19,0,-17,-11
,8,10,7,6,11,6,15,9
,-11,-29,-9,0,9,11,-19,10
,-30,-15,-1,4,10,11,-19,-8
,14,18,4,6,6,-3,7,-21
,14,-3,-5,-4,-8,5,4,-4
,24,13,6,1,-3,6,21,21
,6,-9,6,7,10,13,27,14
,-45,-26,-5,-9,-15,-17,-45,-31
,22,5,1,-1,14,-4,2,12
,-5,4,-5,-4,-11,-12,-11,-10
,12,11,4,4,4,5,10,15
,9,3,-5,3,13,5,34,18
,0,-11,2,-18,-30,-8,28,3
,-52,-18,-14,-8,-11,-8,-96,-66
,-9,8,2,-1,26,4,-3,-4
,36,18,3,9,8,11,27,47
,65,3,1,1,-2,1,8,62
,-62,-19,-7,-3,-15,-14,23,-66
,-49,-14,-10,-3,-1,3,-42,-66
,-8,-13,6,1,3,-9,-26,-8
,6,22,-6,-7,-6,-6,-5,39
,127,40,19,3,2,8,41,127
,-65,-19,-16,-1,-2,-8,-18,-97
,-78,-50,-13,1,4,5,1,-47
,-10,-12,-4,-9,-8,-5,-19,-24
,94,63,29,9,6,14,53,92
,127,42,7,10,7,5,62,127
,-72,-89,-41,62,33,-16,-88,-82
,-53,-33,-6,-48,-6,-3,-22,-16
,18,8,11,-29,-33,-7,-6,-7
,72,42,30,18,-4,13,37,65
,50,39,11,0,-11,-25,-18,27
