,-3,-11,-1,-3,-23,1,0,0
,-4,0,10,-2,-18,-3,5,-1
,15,31,-6,3,2,-1,-4,3
,-5,-3,1,17,19,3,11,-3
,0,-1,-1,-7,25,5,-20,-1
,-6,-9,-3,6,-20,-6,1,-2
,0,12,5,-29,9,-2,-2,0
,-1,-19,-7,18,-24,2,8,2
,0,16,9,7,22,5,-1,0
,4,1,-2,-1,36,2,-2,-3
,-6,-18,-5,15,-66,-10,1,-1
,2,8,-1,-21,-13,-2,-9,-1
,-9,-21,1,-4,15,10,5,-2
,5,-2,3,2,7,-3,-4,4
,3,24,-1,2,45,7,8,2
,0,2,2,5,-19,3,-5,-1
,4,3,-1,-10,-20,-5,-1,-1
,-4,-2,0,13,-9,0,-2,0
,-4,-19,2,-15,0,-4,-6,-3
,-1,10,0,1,-5,-1,-1,3
,2,11,-2,7,-4,-4,4,0
,2,4,-4,-7,-8,2,3,2
,-2,-11,3,3,12,-2,-2,-4
,-4,-3,-4,-24,6,-1,-1,-1
,1,-12,-5,-12,-10,-5,-11,-2
,-3,9,1,-11,-4,-2,17,-2
,4,-3,-6,-4,-1,3,-5,-1
,-1,-11,5,8,4,-3,11,-2
,-3,-11,-5,5,6,-7,-8,0
,3,2,0,-9,-22,1,-7,-1
,-4,-6,-2,2,22,5,1,2
,2,7,-2,1,-22,-7,-2,-1
,-5,-9,-3,16,-4,-5,1,-3
,4,-15,-5,-4,7,2,-1,2
,4,25,8,-5,-9,-1,-2,-1
,-6,-34,-10,-9,-18,-3,5,-2
,-2,-5,3,4,-4,-1,5,0
,-1,15,-2,13,13,7,-6,-1
,-6,-32,-4,11,-1,3,-1,-2
,4,45,6,-6,7,-1,-4,2
,-1,3,-2,-14,-24,-10,0,-3
,-3,-12,1,10,-8,-5,-9,-2
,-2,-15,-6,-7,10,-4,-1,1
,-3,7,1,16,-2,3,-7,-2
,3,-21,-7,3,-7,3,0,3
,1,26,2,-6,23,-1,4,0
,0,3,1,6,-23,-2,-4,1
,-2,-5,-1,-15,-10,-7,-6,2
,-3,-1,1,2,24,7,7,1
,1,-14,-5,2,-34,0,4,0
,-4,11,6,-1,50,2,-3,-3
,1,-5,-4,9,-21,0,-5,-1
,16,29,0,1,-26,0,13,8
,-5,-10,-3,-21,29,1,-15,-5
,-5,32,11,25,-2,-3,10,-1
,9,14,0,17,13,1,-1,5
,-12,-16,-1,13,-7,-2,-3,-5
,1,-4,-1,-14,2,1,2,4
,-1,-16,-5,-5,-6,0,0,1
,-14,-28,4,-3,10,-3,2,-5
,17,42,3,-2,-2,2,-9,4
,-4,2,1,7,3,-2,9,0
,-1,-12,-1,-18,9,5,-1,1
,2,-3,2,9,5,1,3,1
,-6,-9,0,1,22,2,-1,-2
,5,-1,3,-1,-37,0,-9,0
,2,10,2,-1,13,-5,-1,4
,2,12,-3,-2,5,4,1,-6
,-3,-8,0,-9,3,-2,-1,1
,-2,0,0,2,14,3,5,1
,0,-8,-3,0,-41,-2,-4,0
,2,-7,-5,-21,-1,-1,6,1
,-4,2,7,14,17,5,-1,-4
,5,4,-1,-2,-6,-5,0,0
,2,-22,-1,2,20,4,-2,-2
,0,45,3,4,-31,-1,0,2
,-3,-14,-6,-23,38,3,0,-1
,-1,-8,0,9,10,-5,-3,1
,-3,0,-6,-14,28,10,2,-3
,-9,-39,-1,27,-27,-13,-5,-7
,16,53,7,8,26,11,6,8
,-6,-15,-9,-2,3,2,-7,-2
,-5,-5,-1,-2,5,-13,1,-3
,12,27,9,14,-1,5,4,2
,-10,-9,-3,-5,-4,2,-3,-4
,-3,-1,-1,0,-21,-7,-8,-3
,0,-8,1,-4,-8,2,10,4
,-4,-11,-7,-11,11,1,0,1
,1,-3,2,7,-3,-4,-5,2
,4,10,-1,-10,3,5,0,-2
,-2,-2,5,5,-25,-8,-4,-2
,1,3,1,-3,22,4,11,1
,-3,-10,-3,-11,-24,-5,-2,0
,-3,0,1,16,-2,-1,-3,-1
,3,4,-4,-10,-5,1,0,1
,-3,-11,-1,-7,16,8,-1,-1
,6,3,3,2,-25,-6,3,1
,-1,2,0,-10,10,-3,9,3
,0,-4,-4,15,8,2,-12,-8
,-4,-6,-6,-13,-19,-7,-1,1
,-6,-5,2,-7,20,3,-1,-1
,5,-23,-6,4,-4,-4,3,1
,3,37,18,6,-10,2,9,3
,-3,-20,0,27,37,0,-7,-1
,3,3,-3,-19,-59,-6,0,-1
,-3,24,3,-2,17,3,-14,-6
,4,0,-8,-5,28,4,24,2
,2,-12,0,-4,-7,1,-8,0
,-4,-3,2,18,10,-4,-2,-2
,-1,10,3,4,-7,1,4,0
,2,21,5,-4,-2,-4,-8,1
,2,8,-8,-12,-1,2,5,-2
,-2,-29,-4,-9,-12,-7,-4,-1
,-5,-2,3,28,-13,2,1,1
,7,-1,-8,-15,-2,-1,-6,1
,-1,-14,2,6,-2,0,1,1
,-2,35,2,-3,0,-3,-2,-4
,-2,-2,2,-1,-2,-1,-4,-3
,-1,-5,-3,1,-4,1,1,1
,2,7,2,18,2,1,14,3
,-5,-20,-4,6,8,5,-2,-4
,2,-4,-2,-23,-19,-8,-5,-3
,-1,-3,-5,12,-4,-9,-2,-1
,1,-22,-6,-31,-11,5,-3,1
,6,26,3,-1,13,-3,2,2
,2,20,1,-1,12,4,6,3
,-3,-4,-1,14,3,4,2,-3
,2,9,0,-17,-25,-5,-6,-1
,-6,-23,-2,-8,5,2,-4,1
,9,16,3,0,9,3,3,1
,-9,-28,-5,-4,-3,-4,-8,-3
,6,43,2,-1,9,4,1,3
,-2,-25,-2,20,2,-4,1,-3
,-1,-2,-1,-4,-31,-1,-5,-1
,-4,-8,-2,-34,-6,-6,-4,-1
,-2,-3,5,13,-6,-3,-1,-1
,-2,-10,-3,7,10,2,-3,1
,0,-4,2,3,16,0,10,0
,0,-4,2,13,-16,-1,-5,1
,0,-2,-4,-11,-6,0,-1,-2
,1,5,-1,4,-8,-1,3,-1
,-4,-4,-1,9,10,0,2,-2
,-1,-2,0,-8,28,4,-1,-1
,5,9,-1,-4,-23,-9,-5,1
,-6,-14,1,8,17,0,4,1
,10,17,-5,-6,-38,0,-3,0
,-1,-4,-5,-18,-49,-10,0,1
,-8,6,2,12,47,7,-1,-2
,2,-1,1,-7,7,1,4,1
,-5,-17,-8,5,23,-6,-5,-1
,3,-4,7,13,-6,5,-9,2
,6,22,8,25,13,-2,13,0
,-4,-2,-1,0,-19,0,-11,0
,-4,-12,-4,-16,8,-1,8,0
,2,17,2,-8,8,-3,-2,-1
,-3,-17,-1,-13,-24,-5,-5,-1
,5,7,-1,-2,16,6,3,1
,-10,-25,-3,6,9,-8,-4,-4
,4,24,0,-3,4,5,2,-2
,-2,-19,-1,-2,15,-1,-8,-3
,-3,-4,-4,-7,-22,-4,1,-3
,2,7,-4,4,-6,2,1,2
,-1,-11,-3,18,0,-1,6,0
,-4,-5,2,-11,14,3,-2,0
,7,3,-1,3,-2,0,1,2
,0,-4,2,-11,-21,0,6,0
,0,-4,4,29,34,4,2,-1
,-1,2,-5,-23,-5,-1,2,2
,3,46,5,13,-20,-7,2,-3
,3,3,3,2,18,6,-7,-2
,0,-18,-9,-16,-30,-2,-4,0
,-5,-18,2,8,4,-1,9,-1
,0,-6,-2,-1,-16,3,-3,1
,-3,-5,1,-2,24,-1,1,2
,-4,5,-1,12,3,2,-2,1
,-2,10,0,-20,-12,1,0,-1
,-2,-10,-2,20,4,-2,-2,0
,-4,-15,-1,1,12,5,1,0
,1,2,6,2,13,1,1,0
,-3,-1,-3,-9,-14,1,1,0
,8,7,6,8,37,0,-1,3
,-1,1,2,-8,-43,3,-5,-4
,-3,11,-4,-25,-7,-8,-5,-3
,-2,-1,-4,20,9,1,3,-2
,-2,-5,4,-6,3,1,-2,-1
,0,-17,-3,4,-15,-6,-3,1
,3,16,9,10,27,7,4,-1
,4,-6,-8,-25,-52,-11,-6,1
,-8,-16,-4,-6,1,-2,-7,-7
,2,8,-2,8,-11,-2,7,2
,-1,-2,-2,-3,14,3,3,2
,-4,-8,-2,19,12,-2,-6,-2
,-3,-20,-4,-14,-17,1,4,1
,8,63,10,-1,11,1,-2,1
,-3,-20,-3,-1,-9,-4,-2,-2
,-3,-7,1,3,8,7,-2,-1
,5,6,-5,-10,14,0,3,0
,-5,-14,0,11,6,1,-6,-3
,0,5,1,-12,-5,5,3,-2
,0,9,4,-1,14,-3,-8,2
,-8,-3,0,4,-27,-2,1,-2
,7,-3,-2,1,12,0,-2,2
,6,3,0,2,7,0,5,4
,-3,-7,-1,2,-26,1,3,-2
,-2,4,1,-6,-2,0,-5,1
,-7,-9,-2,-5,51,5,-3,-2
,1,-24,-4,-7,-72,-11,1,1
,2,37,4,11,24,4,-2,-3
,10,23,5,-2,-18,-7,0,3
,-1,-11,-4,-6,9,2,4,1
,-6,-3,0,13,12,-2,-3,0
,0,-2,-1,-5,-1,1,-1,1
,-3,-4,-1,-7,11,-1,0,0
,4,2,2,7,-21,-2,6,0
,-2,2,-1,-20,6,0,-10,-2
,-4,-19,-7,4,-13,-1,-2,0
,-1,3,-1,-2,34,5,1,-2
,1,-1,1,1,-7,-1,-3,0
,-2,-6,0,11,-12,2,9,-1
,-2,-11,2,4,7,-5,-12,-3
,1,11,-4,-10,28,4,0,2
,6,7,-3,-24,-32,-4,4,-1
,-3,6,3,20,-19,-2,-8,-4
,3,3,2,3,5,2,6,0
,-7,-20,-10,2,6,1,-2,-2
,-9,-10,1,-4,10,-4,-6,-6
,1,8,-3,5,-1,0,4,3
,12,-3,-2,-20,-25,-4,1,4
,-6,-43,-2,11,3,2,0,1
,6,61,10,20,-16,0,7,4
,1,-14,-3,-8,11,2,0,0
,-4,-2,2,2,-1,-2,-1,-3
,4,9,-3,-5,0,-3,-2,-2
,-5,-16,-1,11,18,2,-5,-2
,7,9,0,6,-3,1,6,4
,2,15,1,-17,5,-3,-2,0
,1,3,1,0,-11,3,2,1
,-10,-9,2,13,0,-4,-6,-2
,10,12,1,-10,10,0,-2,0
,4,-5,-6,10,12,3,3,0
,-1,8,1,2,5,0,1,-1
,0,-14,-4,-16,-39,-4,1,0
,-4,-3,0,-14,14,3,1,4
,-2,-16,-1,14,21,0,-2,0
,2,18,2,3,-31,-1,1,-1
,2,-20,-2,12,9,0,-2,2
,-5,5,0,-9,7,3,0,0
,-5,9,1,-1,-6,-3,-2,-5
,0,-13,1,-9,-10,-3,-5,-3
,-1,-18,-11,-6,23,1,7,2
,0,11,-3,-2,-11,-3,-4,-1
,-3,-1,1,8,10,0,0,0
,-2,-3,0,0,6,-2,4,0
,-1,-12,-1,-12,-46,-1,-7,0
,-2,4,0,1,26,-2,-4,-5
,3,6,1,1,11,0,1,-1
,-3,0,5,0,4,2,3,-1
,0,-3,-3,-7,-25,1,2,2
,-7,-4,-4,9,6,4,-1,-5
,-1,-1,0,-2,-3,-1,-11,3
,-1,-8,2,8,-3,-1,11,3
,4,17,3,13,36,5,15,1
,-1,-11,-5,-10,-25,-9,-10,-3
,-1,-2,0,-6,-10,1,-1,-1
,7,11,0,10,14,0,-4,2
,-10,-18,-1,2,-10,-3,-2,-3
,16,28,4,-16,0,1,10,2
,-3,3,2,16,8,4,-2,-2
,-6,-11,-4,4,-8,-3,-7,-2
,4,8,6,2,19,3,-2,1
,-7,-17,-3,-3,4,1,-1,-2
,0,-3,-4,5,-3,-3,5,0
,2,15,2,-15,-11,-1,-1,-2
,1,7,-2,-1,15,0,0,0
,-2,-14,-1,8,-7,1,0,1
,5,24,5,-6,-8,1,6,1
,-4,-3,-7,4,2,-1,-7,0
,1,-2,-4,-8,-7,-5,4,-2
,-1,3,5,-2,1,3,0,-1
,-3,-5,-2,-4,9,-2,6,1
,0,-9,-3,-9,-40,1,-7,-1
,1,20,-2,-7,18,-1,-2,3
,-2,-6,3,-5,-1,-5,3,-2
,1,7,-4,-10,-6,2,1,0
,5,4,-2,4,17,7,10,2
,-1,21,4,18,-5,-6,-16,-2
,-2,-13,-1,2,-9,-3,0,-1
,-5,-9,-2,-3,3,2,3,-1
,2,9,4,6,3,-4,-1,0
,-1,-20,-6,-6,1,2,2,-1
,0,11,3,3,6,1,-3,2
,1,3,0,2,-11,-2,-3,1
,0,-3,-1,-3,12,1,1,-1
,-5,-22,0,-10,-7,0,2,-1
,3,17,1,25,-10,2,1,1
,-7,-18,-7,-23,-5,-4,-9,-4
,1,25,3,-2,13,4,10,0
,-3,-8,0,-7,-9,-3,-1,-2
,-1,-5,4,14,2,1,0,4
,-1,0,2,-11,-10,1,-2,-3
,1,-12,-6,-7,-11,-4,0,0
,7,22,4,2,1,1,2,1
,-3,-3,1,0,18,2,-5,0
,-3,-7,-3,10,-9,-5,5,0
,1,6,2,4,-3,-3,-7,0
,-1,-1,2,-6,-4,0,-2,-1
,-1,-15,-7,-8,-15,-6,-1,-3
,-3,-9,-1,0,-11,3,2,0
,1,14,4,-4,10,-4,-4,0
,-1,-4,-2,8,0,-5,0,1
,8,36,4,-12,0,0,-1,1
,1,-1,6,15,12,-1,-1,2
,-4,-15,-4,-7,-11,-5,-5,-2
,-1,8,0,-2,-13,2,8,-1
,-3,-9,-5,-4,13,4,-4,-2
,1,0,4,1,8,-1,0,-2
,1,0,-7,-2,-12,0,-2,1
,-1,1,4,-14,-8,-3,1,-1
,-1,-13,-5,14,38,2,-2,-1
,5,6,1,-1,-43,0,2,1
,-1,-4,0,4,1,-2,4,0
,-2,-2,-4,7,0,-4,-18,-8
,1,-6,-1,-4,-5,0,7,1
,-2,-7,-3,4,19,3,-7,-2
,-2,1,0,3,6,3,11,2
,5,15,3,-7,0,-1,-1,4
,-9,-12,-5,7,-7,-3,-1,-3
,4,-2,-2,-13,7,0,-2,3
,-2,-5,1,4,-19,0,-1,-3
,-3,-13,-3,5,29,8,-2,1
,2,15,0,-11,-11,1,0,-1
,-7,-10,-2,6,-3,-3,-1,-2
,8,15,6,7,22,5,1,3
,-2,-8,-1,3,-10,-2,1,1
,-4,2,3,10,-17,0,3,-3
,4,14,-4,-12,-26,-4,-1,-1
,-3,-9,3,9,14,0,-1,-2
,0,-9,-1,6,8,-1,-1,-1
,-3,-7,-2,-2,-9,2,5,0
,-3,1,1,-1,15,0,-7,-2
,3,-9,-2,-19,-2,1,4,-2
,3,11,0,9,-9,-4,1,1
,-5,-18,-1,-10,-10,-4,-3,-4
,7,9,5,10,20,2,4,2
,-3,-5,-5,-20,-22,-4,-4,1
,-1,-9,-2,-10,15,7,7,-2
,-1,4,-2,-13,3,0,-3,0
,-2,0,-3,-5,-8,-5,6,0
,-5,-5,0,6,10,-2,-7,-1
,1,1,1,-2,-9,-4,1,0
,3,-2,-1,0,11,3,0,4
,-4,-16,-2,3,-4,1,1,-2
,-4,1,1,-5,1,1,-1,-2
,-3,-1,-1,5,-4,1,-1,-3
,-1,-5,-2,-1,-1,-2,-5,-1
,6,4,-2,9,14,4,5,4
,-4,-6,-4,-3,-11,-3,-5,-4
,1,6,-1,-10,2,0,1,0
,-1,5,4,9,-2,-5,-8,-4
,0,6,3,-2,4,4,3,2
,-1,-12,-1,27,3,-2,-4,-1
,4,24,6,-13,-9,4,4,1
,-3,-25,-9,-6,14,-4,3,2
,4,62,15,1,-9,-3,-7,-1
,-3,-15,-7,-6,-7,0,3,0
,-2,-15,4,3,14,1,-3,0
,1,3,-2,5,-8,-1,3,3
,3,-11,-6,5,17,1,0,1
,-1,8,3,0,-31,-1,4,3
,3,-1,-6,-2,6,-2,-3,-1
,-1,9,7,-3,-1,-2,-3,-1
,-4,-15,-6,-5,-5,-4,0,0
,0,15,1,-10,-4,-1,0,0
,-6,-25,-6,9,-1,-3,-1,-2
,0,6,6,1,12,5,3,1
,1,-9,-9,1,-18,-1,-5,-4
,-1,22,6,-4,0,4,-2,-1
,0,3,2,11,11,-2,-9,-3
,0,2,-1,1,-6,1,12,0
,0,3,5,10,9,-2,-6,0
,-2,-26,-10,-8,11,-3,-4,-2
,1,14,2,-14,-12,0,1,1
,4,11,2,0,-2,-1,-1,-2
,-1,-12,-2,-4,4,2,4,0
,-3,-4,-4,0,4,-2,-1,-3
,-3,-11,-1,-2,-3,-4,-7,0
,10,19,1,-2,6,0,1,2
,-6,-7,0,-5,-1,0,0,-1
,3,-2,4,4,1,1,3,2
,2,25,5,6,3,0,0,1
,3,-8,-9,-8,-13,0,2,-2
,-2,-6,-2,4,10,1,-2,0
,0,7,1,-9,34,0,3,0
,-6,-10,-2,14,-39,-6,-1,-2
,5,-1,4,-11,3,3,-3,2
,-2,11,1,-9,9,-1,0,-2
,12,12,5,16,-1,1,-1,3
,-1,0,-8,-15,-10,2,4,2
,-5,-11,4,-1,24,2,0,2
,-6,-31,-1,11,-2,-2,0,-7
,4,36,6,3,-6,0,-4,-1
,0,-20,-1,-5,7,-1,-4,2
,-5,2,-1,8,-17,-1,-3,-1
,7,20,1,-13,5,2,5,8
,-6,-22,-4,1,-7,0,4,0
,-1,3,-1,6,2,-1,-3,-2
,-7,-13,-5,0,-2,-4,-3,-4
,2,18,4,-2,7,-1,0,-1
,-8,-19,-1,12,-8,-1,-3,-2
,15,25,3,-4,9,3,4,5
,-4,-2,2,2,-15,-5,0,-5
,-5,-15,-5,10,3,0,-9,-4
,7,11,-5,-13,8,0,2,2
,-2,3,3,2,8,2,7,0
,-1,-3,-3,-6,3,-2,-4,0
,-1,5,-3,-9,-20,-2,5,0
,-4,-12,4,1,-14,-3,-1,1
,-3,-21,-7,0,36,6,-2,-4
,2,4,-5,-3,-21,-6,-4,0
,-2,0,1,6,5,5,5,2
,-4,-4,-1,-1,20,4,2,0
,0,-8,-1,3,-26,5,6,1
,-1,17,3,6,7,4,0,-1
,-5,-23,-5,-6,-6,-4,-2,-1
,2,-9,4,-1,-35,-8,-1,1
,1,28,-1,3,30,4,-2,-2
,-3,-20,-3,-5,-7,2,2,4
,8,4,4,6,-22,-10,-2,1
,1,17,7,23,29,8,0,-2
,-8,-5,-8,-53,-20,-6,2,-2
,-3,-6,-2,0,-4,-1,-3,-2
,-3,-8,-1,4,21,-1,-4,1
,4,17,-3,-12,-16,-2,-3,-1
,-2,0,9,21,1,-3,1,1
,6,23,1,4,12,2,1,0
,-8,-28,-5,-8,-19,1,-1,-3
,3,10,4,-1,29,-4,-1,1
,-4,-26,-9,0,-28,-1,-7,-1
,0,5,7,-8,-4,-3,1,-3
,3,18,-1,3,15,1,-2,0
,-8,-12,-5,5,4,0,-2,-2
,6,-11,-4,0,-19,-6,2,0
,2,20,5,2,3,0,-3,0
,-2,0,-1,0,6,4,1,1
,-6,-4,-1,-12,-12,0,-3,-2
,-1,-13,-5,7,38,-1,-6,-1
,0,-9,-3,-12,-2,3,7,1
,-1,-4,0,14,-31,-3,0,-3
,3,6,-4,-3,12,6,-2,-4
,-4,-3,4,-4,-19,-6,-1,0
,0,-4,1,0,14,-1,-2,5
,0,-3,-8,-13,-7,1,-1,-2
,-3,-20,-2,-8,-4,2,-2,1
,-1,23,-1,15,3,-7,-1,-3
,-12,-37,4,13,9,0,-1,-3
,8,2,-2,6,48,3,-1,3
,-2,0,-2,-19,-70,-6,0,1
,1,0,3,9,15,3,2,-1
,-3,-28,-9,9,14,2,0,1
,-5,29,4,-12,-8,2,0,-4
,9,9,2,-2,3,-2,-1,3
,-2,-9,-5,-6,-9,1,6,3
,-2,13,2,3,7,0,-6,-3
,1,-15,2,6,-5,0,8,3
,-4,2,-2,-2,21,0,-5,-2
,0,4,5,5,-24,-5,0,-2
,2,8,-4,8,-11,4,2,-1
,1,18,2,-26,25,-3,-5,-2
,-2,-16,5,14,-7,-1,0,1
,3,13,-4,1,14,0,-3,-2
,-2,-2,-1,8,-11,-1,-2,1
,3,1,7,21,4,-3,0,-1
,-10,-21,-8,-10,-13,-6,1,-5
,18,28,-2,9,31,7,-1,6
,-2,0,-3,-9,-2,-3,1,-3
,-3,-12,-5,-14,-13,-2,0,2
,-2,0,-5,-5,3,-6,-3,-2
,-3,-18,9,19,26,8,4,4
,3,6,-5,-22,-58,-8,1,-1
,-2,19,3,4,26,1,-2,-2
,1,0,-1,-4,-5,1,2,1
,-6,-3,-1,-5,12,-1,-3,-1
,4,10,1,-4,-2,-1,1,2
,-1,-16,-3,-7,-9,-1,-5,-2
,3,1,2,24,14,1,3,-3
,-11,-3,-2,-24,-17,-3,-6,-5
,9,-15,-4,6,12,4,-2,0
,1,23,7,-3,-11,-3,9,-1
,12,9,2,3,23,6,-1,6
,-5,-20,0,-1,-28,-10,-4,-4
,-3,-2,-1,-3,8,1,2,-1
,-1,-6,0,-3,-22,-4,-14,-1
,-10,-24,-3,15,-5,8,3,-6
,6,25,3,-14,-24,1,4,1
,1,3,-1,1,24,-1,2,0
,-5,-11,-6,14,-5,2,2,1
,1,6,2,-10,11,-2,3,1
,0,-9,-1,-6,-19,-4,-3,0
,-5,6,2,29,-4,-2,1,0
,6,4,1,-14,12,0,6,3
,-2,-8,-4,-1,2,-5,-7,-3
,-1,13,-3,13,1,2,1,-2
,5,25,10,-10,3,0,-2,1
,1,-12,-2,0,14,-1,6,0
,0,16,6,14,-11,0,-11,1
,-6,-6,-7,8,33,-1,1,-4
,-3,-10,4,-18,-25,-3,1,1
,14,52,7,7,4,5,4,3
,-5,-3,-7,-24,-4,-3,6,-2
,-1,-23,-3,2,3,1,-11,0
,-4,-1,1,10,10,4,-2,-3
,-3,-9,-1,-3,-10,-1,1,1
,1,5,0,0,2,-1,3,1
,1,9,4,0,-3,0,2,3
,-1,-9,-5,0,0,-3,0,1
,-1,9,2,3,-1,2,-2,-4
,5,4,-1,0,-2,-2,2,1
,-6,-4,-1,-2,0,1,-1,-4
,3,-13,-3,-1,6,5,-5,1
,-4,-15,-1,-4,0,-4,-2,-2
,-2,-1,-2,-7,10,3,4,0
,1,-7,-1,7,-22,-3,-3,1
,7,-3,-4,-17,-2,-1,4,2
,-7,-4,-1,23,5,-1,-3,-4
,-3,-4,1,-22,34,-1,2,-1
,12,19,-3,-8,-39,5,2,4
,-9,3,-2,-16,-1,-1,1,-5
,-5,-18,-2,-1,-8,-1,-1,0
,5,9,3,17,-6,-5,-6,0
,-2,-22,0,2,27,2,7,-1
,1,17,2,6,-15,-6,-6,-3
,5,-16,-4,-17,14,2,3,2
,0,37,3,17,-24,2,0,-1
,-5,-3,-4,-13,6,-6,-8,-4
,1,-16,-4,-9,2,2,2,3
,-6,2,-1,9,1,0,-3,-3
,0,-11,-1,6,-9,-4,-1,0
,0,15,6,17,4,-1,3,2
,0,-13,0,-28,10,2,0,-1
,0,-11,-3,-5,-2,-2,-7,0
,3,23,1,-7,-3,3,2,1
,-1,-2,1,9,4,1,0,-2
,-3,2,-4,9,8,0,1,-1
,-5,-18,-2,10,1,-2,4,-2
,15,18,7,-7,-21,3,-9,-1
,-9,-13,-3,-4,16,-1,0,-3
,2,-16,-1,20,8,-1,5,-2
,6,42,7,-7,-16,-4,-6,0
,-10,-25,-8,-2,-4,-1,4,0
,-1,8,8,-2,3,6,9,2
,4,-3,-2,16,9,-3,-5,1
,-5,-17,-10,-25,-1,-4,-3,-3
,0,4,2,-4,-9,-1,7,2
,-8,-13,-6,-19,-2,-3,-8,-3
,12,27,7,18,-11,-3,-5,0
,-5,-5,-3,5,-12,1,0,-1
,-3,-11,-2,-19,21,-1,2,1
,-1,-14,-7,-12,-32,-6,-5,-3
,-3,-5,3,3,9,1,2,-2
,4,31,3,-6,-14,0,-5,0
,-1,-18,-2,5,1,-2,1,-1
,2,-1,11,24,12,1,3,3
,5,15,-10,-8,1,-1,-1,2
,1,1,-1,-26,-15,3,4,1
,-9,-25,-1,21,6,0,-1,-1
,9,21,1,-1,11,3,0,4
,-4,19,5,14,1,5,6,0
,-1,-15,-3,2,-5,-3,2,-1
,0,2,-3,3,14,4,-4,0
,3,-1,-4,-16,-16,-2,0,0
,-6,-7,-1,-1,-21,-4,-3,-3
,1,-5,1,16,27,7,13,4
,-3,-7,1,2,-25,-3,-2,-2
,3,19,-3,-2,32,5,4,-1
,-1,17,5,3,-9,-2,3,1
,0,-29,-5,-2,18,4,-6,-2
,1,2,1,7,-11,-5,-2,-1
,-5,-11,0,40,-3,-1,-1,-1
,-2,2,1,-21,0,0,-1,0
,-4,-12,-4,-1,-2,-2,1,-1
,9,33,7,2,21,3,0,1
,-1,-5,-1,-11,-37,-4,-5,-2
,-1,-13,-2,2,17,-3,2,-1
,3,-1,-6,-2,-5,1,-7,-3
,-3,0,0,4,10,5,-5,-1
,0,-10,4,2,1,-3,-1,1
,-3,8,5,3,5,-1,3,-1
,2,1,-5,6,9,-4,-5,0
,-2,-11,-10,-15,-32,-3,2,-1
,1,1,2,-7,-7,-4,-3,-1
,-3,-10,-3,2,-22,-2,-10,0
,7,2,10,9,25,7,6,-1
,-1,-10,-4,-8,9,0,3,2
,-2,7,4,1,-1,2,2,0
,-3,2,-4,0,2,-3,1,-2
,5,19,8,-1,-8,-3,-4,-1
,-2,-4,-5,-3,-1,-3,3,2
,-2,-11,-5,-3,-3,-5,-5,-2
,-3,-8,3,-2,6,2,-2,-1
,0,8,-7,3,-4,-2,2,-1
,1,9,5,-3,11,3,1,2
,-2,-4,-5,7,8,4,3,0
,-3,-8,-2,2,2,1,3,1
,0,0,4,5,-15,-1,-4,-2
,-4,-6,-2,-15,-4,-9,-8,-6
,3,8,2,5,16,3,3,0
,0,-12,-4,-13,5,3,0,2
,-3,12,-1,-28,-5,-2,6,0
,-5,1,4,31,9,-5,-10,-2
,5,-10,-6,-19,-3,5,6,4
,-1,9,1,11,1,-1,-6,-8
,-5,-7,2,-6,3,1,-4,0
,2,-1,-2,-7,1,2,1,-1
,-2,-5,2,-4,-3,-7,-2,1
,4,10,1,-13,-9,1,-2,2
,-3,3,5,21,-2,0,2,1
,-6,-10,-13,-4,-10,-4,-2,-1
,9,0,10,1,-30,-2,6,1
,1,33,-3,-13,19,-3,1,0
,-2,-5,0,-15,-9,0,4,1
,-2,-15,-5,2,15,4,1,-3
,-6,-6,-2,4,24,0,-4,0
,7,13,4,-1,-23,4,-5,0
,-4,-11,-4,-4,-9,-11,2,0
,4,4,3,13,7,0,2,6
,0,3,-2,-15,-7,3,2,-1
,-4,-5,4,13,-1,-2,-2,1
,2,-3,0,3,8,3,-1,0
,2,-7,2,-5,-19,1,3,0
,-1,29,5,10,10,-7,-4,-3
,-2,-49,-13,-12,8,-1,-2,-3
,0,10,2,8,-12,-4,8,1
,3,15,7,5,30,3,-8,0
,1,-11,-1,8,-9,2,2,-1
,-6,8,-4,2,-6,-7,-2,-1
,-5,-17,-10,-9,8,5,-3,-6
,-2,-6,0,6,-13,-5,-3,-2
,3,22,0,0,10,2,-6,1
,2,-9,0,2,14,0,3,-1
,-2,1,2,10,23,2,-2,1
,5,8,4,13,-29,-4,6,4
,-4,-20,-1,-16,4,8,1,1
,2,28,4,-6,-16,-5,0,-2
,3,-11,-2,22,2,2,4,4
,-5,-1,-2,-23,15,0,-10,-5
,-3,-14,-4,5,-7,-2,3,2
,2,10,5,-6,-2,2,-1,0
,1,15,4,10,-12,-2,-2,0
,-1,14,1,-8,14,0,5,-3
,-10,-35,-6,-4,0,1,-4,-4
,18,63,8,-14,-17,0,-1,5
,-5,-18,-4,10,5,-3,-12,0
,-1,-4,-1,-12,-15,5,3,1
,-4,11,-7,19,19,-4,-2,-4
,-7,-35,-4,10,8,5,3,-2
,4,6,2,1,-12,-4,-1,3
,1,8,1,-6,-1,3,0,0
,0,2,-1,-2,25,3,0,-1
,-5,-12,-1,14,3,-1,4,0
,0,7,2,-11,-22,1,-4,0
,-4,-22,-3,-1,3,-2,6,-1
,8,37,5,6,-19,3,-7,4
,-4,-20,-7,-19,5,-11,-6,-4
,-5,-11,1,-22,11,-1,2,-2
